Gene	WT-Com1	WT-Com2	WT-Com3	WT-Q1	WT-Q2	WT-Q3	p53-Com1	p53-Com2	p53-Com3	p53-Q1	p53-Q2	p53-Q3
Ccdc53	13.6709	14.4477	14.2399	7.84661	8.58297	7.84061	12.35	12.8238	11.5852	11.0014	11.1179	10.7027
Ccdc54	0.0196309	0.0187474	0	0.0204636	0	0	0	0	0	0	0	0
Ccdc57	1.27583	1.34742	1.37059	2.21398	2.07067	2.11284	2.35425	2.61139	2.30856	2.99438	3.12727	2.91984
Ccdc58	10.6959	11.2459	10.66	19.7227	18.9893	19.9429	9.75312	10.1521	9.52186	12.5476	11.4872	12.2467
Ccdc59	13.0276	11.9905	13.2253	18.3038	18.1566	18.2823	19.7645	19.3726	18.7968	24.5405	25.4238	25.5786
Ccdc6	17.9906	17.4454	17.0705	10.2166	10.3015	10.4885	19.0375	18.3008	18.9222	21.265	21.1735	21.1803
Ccdc60	0	0	0	0	0	0.00883445	0.00919933	0.00826167	0.00965283	0	0	0.00855706
Ccdc61	5.20224	5.29449	5.60867	2.78402	3.37761	2.85983	4.91597	4.85003	5.08392	5.96744	6.31503	6.56235
Ccdc62	0.61008	0.718981	0.617596	0.439758	0.372519	0.471341	0.369621	0.359155	0.343336	0.271985	0.248616	0.247998
Ccdc63	0.0104483	0.0199561	0.0502142	0	0	0.00936778	0	0.00876042	0	0	0	0.00907365
Ccdc64	0.274599	0.275353	0.197957	0.0143124	0.0967793	0.110791	0.397373	0.35687	0.632169	0.551408	0.397664	0.596177
Ccdc64b	0.013121	0.025061	0.0252236	0.205163	0.224611	0.270574	0.0612498	0.132016	0.0514154	0.355119	0.392286	0.250684
Ccdc65	0.284643	0.310665	0.521136	0.042388	0.0272977	0.0121527	0.151855	0.0568237	0.212455	0.0828369	0.101311	0.0941687
Ccdc66	9.68761	9.73921	9.59944	12.0456	11.651	11.5416	8.28071	7.91395	8.32146	10.1519	9.95003	10.7723
Ccdc67	0	0	0	0.0263016	0.00846905	0.0150814	0.0157042	0.00705178	0.00823921	0	0.00785787	0.00730391
Ccdc68	0	0	0.0160356	0	0	0	0.124604	0.13988	0.114403	0	0.0155869	0
Ccdc69	0.143434	0.102734	0.0172335	0.0560693	0.0180542	0.112526	0.435214	0.556216	0.562055	0.375681	0.268021	0.482681
Ccdc71	8.51329	8.89625	8.74941	6.85206	6.94875	6.85491	6.50371	7.12427	6.53563	6.90377	7.30387	7.35767
Ccdc71l	0.765392	0.76603	0.688605	0.842538	0.961864	0.883875	1.39486	1.39644	1.13371	1.91383	2.01945	2.08447
Ccdc73	0.213116	0.215809	0.198645	0.350155	0.292601	0.277944	0.34974	0.319365	0.531449	0.197372	0.162929	0.100938
Ccdc74a	1.95092	1.61597	2.06656	0.35278	0.400921	0.571156	1.56121	1.45215	1.67718	0.625694	0.632381	0.622376
Ccdc77	9.6071	9.98324	10.2115	5.57858	6.03374	6.25578	5.55886	5.50157	5.85061	6.45027	6.5242	6.80895
Ccdc78	0.215738	0.27961	0.222177	0.144571	0.201723	0.124346	0.31651	0.374692	0.407594	0.511242	0.374332	0.481766
Ccdc7a	0	0	0	0.013327	0	0	0	0	0	0	0	0
Ccdc7b	0.0466249	0	0.0149385	0.113406	0.109549	0.0696718	0.0290197	0.0521237	0	0.0135688	0	0
Ccdc8	0.173072	0.188895	0.202003	0.103093	0.23652	0.266012	0	0.0103652	0.0242212	0.0107931	0.0115501	0.0107358
Ccdc80	55.8628	55.4067	56.2355	3.32237	3.5254	3.47036	3.13186	2.85942	3.17694	3.13576	3.10809	3.13124
Ccdc81	0	0.0180577	0.0181749	0.0197107	0.0095202	0.00847661	0	0.0317081	0.00926184	0	0.00883317	0.0164209
Ccdc82	8.52963	8.54678	8.54459	3.48494	3.22364	3.49615	5.47355	5.40493	5.48694	6.07084	5.98201	6.07653
Ccdc84	4.38438	4.35393	4.57438	6.11668	6.21985	5.63792	4.51241	4.1794	4.47061	6.46971	6.08376	6.09186
Ccdc85a	0.0326175	0.0266996	0.0537457	0.00971457	0	0.00417776	0.0391527	0.035162	0.0228238	0.0122045	0.00870699	0
Ccdc85b	6.92091	7.58852	7.5241	6.2648	7.20884	6.85058	3.87936	3.73048	4.09481	4.95298	5.09653	4.87447
Ccdc85c	1.9406	2.04173	1.83368	1.59433	1.88788	1.94634	4.25306	3.87472	4.10829	5.26946	5.34711	5.52715
Ccdc86	2.79493	3.3644	3.38682	14.9451	14.9105	15.7721	12.2911	11.7126	11.6258	18.0896	18.1391	17.963
Ccdc87	0	0.015363	0	0	0	0.0144234	0.0600763	0.0876734	0.0630379	0.02809	0.0526053	0.0628672
Ccdc88a	12.0289	11.9975	11.9153	8.8642	8.93278	8.68201	8.65999	8.7594	8.32193	9.17861	9.32349	9.36928
Ccdc88b	0.051304	0.068593	0.0591756	0.0427841	0.0206645	0.027599	0.0191592	0.0387144	0.0251297	0.00895831	0.00958664	0.0089108
Ccdc88c	0.17387	0.142876	0.159349	1.76187	1.85668	1.89967	0.588909	0.589908	0.534756	0.65309	0.581785	0.642604
Ccdc89	0.0216249	0.051629	0.0415713	0.0563553	0.0326632	0.077554	0.0302839	0.0815914	0.0847382	0.0283198	0.0303061	0.0187797
Ccdc9	6.14758	6.24905	5.909	6.99651	7.22712	6.38165	6.2293	6.43265	6.5558	7.50198	7.35302	7.30744
Ccdc90b	10.2659	10.6259	10.3272	2.74181	3.33879	3.08714	3.49741	4.11663	3.46681	1.57266	1.71275	2.10422
Ccdc91	5.57667	6.0371	5.91716	8.5203	8.01176	8.21885	9.3697	8.75299	9.50726	7.56062	6.78593	6.73882
Ccdc92	1.5901	1.61547	1.75603	2.7038	2.67999	2.65921	4.04301	4.17933	3.74517	4.16477	4.6044	4.05455
Ccdc92b	0.0317862	0.0364267	0.0794367	0.0265075	0.012803	0.0170994	0.029676	0.0319814	0.0311389	0.0333016	0.0356373	0.0220833
Ccdc93	9.37604	9.2487	9.27821	9.67125	9.45171	9.36818	10.0271	10.0484	9.91998	10.3472	10.1884	10.6758
Ccdc94	5.3859	5.66202	5.86525	7.77282	8.27016	8.56168	7.97726	8.1546	8.12359	8.08573	7.83864	8.1596
Ccdc96	0.0354934	0.0203376	0.0409391	0.0443986	0.11437	0.0954683	0.324743	0.34521	0.382477	0.56398	0.563743	0.610307
Ccdc97	5.87049	5.41914	5.49526	8.99717	9.38615	9.28159	9.69675	9.08702	9.37348	11.5673	11.7417	12.6676
Ccer2	2.81E-24	2.78E-19	2.37E-41	1.85E-38	0.0274806	1.53E-30	7.46E-35	0	0	0.0561852	6.55E-34	0.0573359
Cchcr1	18.0359	18.1836	18.0809	12.9063	13.19	12.988	22.8058	22.3906	22.4584	23.5654	23.3678	24.3711
Ccin	0.0125328	0	0	0.0130644	0.0126201	0.0224735	0.0234016	0.0105082	0.0245553	0	0	0
Cck	3.90264	4.1253	3.32166	0.155274	0.089996	0.133551	0	0.0249785	0	0	0	0
Cckar	0	0	0	0	0	0.00778783	0	0.0072829	0	0	0	0
Cckbr	0	0	0	0	0	0	0.018463	0	0	0	0	0
Ccl1	0	0	0	0	0	0	0	0	0.0493537	0	0	0
Ccl11	0	0	0	0	0	0	0.0442734	0.0198804	0.0464559	0	0	0
Ccl12	0.0474657	0	0	0	0	0	0	0	0	0	0	0
Ccl17	1.73241	1.60717	1.37972	0	0.0498422	0.133136	0.138634	0	0.145469	0	0.138736	0
Ccl2	13.2259	12.6306	13.2891	3.09299	3.55994	3.36781	14.3223	12.836	14.1007	1.51572	1.32711	1.42544
Ccl20	0.0317227	0	0	0.0330683	0	0	0.0888504	0.13299	0.0932305	0.193871	0.177831	0.110196
Ccl22	0	0.0134161	0	0	0	0	0	0	0	0	0	0
Ccl25	3.29503	3.33745	3.74301	11.5326	10.9795	11.8887	2.44239	2.26042	2.24978	3.87056	3.69424	4.21423
Ccl27a	0.672351	0.453872	0.457509	0.465842	0.283581	0.354602	1.62683	1.37304	1.49301	1.21023	1.21378	1.5378
Ccl27b	0.00508525	0.0114691	0.0146039	0.00539217	0.0206686	0.00458866	0.0189339	0.040704	0.02123	0.0446871	0.0541115	0.0226216
Ccl28	0.102066	0.0779779	0.130807	0.00709302	0.0137036	0.0305036	0.019058	0.0114103	0.0133317	0.00594066	0.00635733	0
Ccl3	0.225432	0.153776	0.371458	0	0	0	0	0	0	0	0	0
Ccl4	0.0770959	0	0.037052	0	0	0	0	0	0	0	0	0
Ccl5	75.5583	69.8242	70.9681	7.04224	6.89924	6.65845	0.581515	0.763278	0.704057	0.0836615	0.0895295	0.166436
Ccl6	0.0885851	0.101518	0.136236	0	0	0.0158848	0.181949	0.237678	0.260344	0.154681	0.132424	0.276948
Ccl7	9.01124	8.84895	8.60032	1.79239	1.63525	1.88423	6.65907	6.78127	6.05154	0.222399	0.327248	0.525397
Ccl8	0.0995759	0.190189	0.33499	0.0518998	0.0501348	0	0.232414	0.0417449	0.195097	0.0869359	0.13955	0.0864749
Ccl9	4.38124	4.9514	4.68274	0.176335	0.161821	0.242665	0.379032	0.361673	0.397717	0.0516905	0.110632	0.168939
Ccm2	11.2215	12.1946	11.3554	13.3739	14.8429	14.3649	18.0966	18.5433	18.5151	22.3179	23.5551	23.2814
Ccna1	0	0	0	0	0	0.0143915	0	0	0	0	0	0
Ccna2	111.992	108.026	106.532	54.443	52.3955	52.8018	76.281	76.3924	76.0477	56.6403	57.5117	57.6251
Ccnb1	84.8055	82.5728	83.1193	20.0051	19.015	19.9642	53.0127	53.4949	53.0972	28.3694	28.4091	29.4877
Ccnb1ip1	0.0674844	0.145006	0.0810819	0.0879336	0.0339773	0.105885	0	0	0.0165276	0.0147295	0	0
Ccnb2	67.7563	65.1483	67.5865	6.83242	7.24843	6.73511	26.0185	27.5193	26.0396	11.7187	12.0007	12.7605
Ccnb3	0	0	0.00536985	0	0	0	0	0.00468415	0	0	0.0156588	0
Ccnc	5.66582	5.61677	5.30616	9.84006	8.85141	8.63259	5.16446	5.14485	4.65612	6.86531	7.21475	6.93528
Ccnd1	38.3166	38.2115	36.9456	37.7132	37.2675	37.7552	90.2176	93.4411	91.6054	116.45	117.191	115.221
Ccnd2	29.3256	29.8329	29.5096	69.7187	70.4153	69.0325	64.1128	64.9485	64.9543	98.39	98.7914	99.3001
Ccnd3	39.865	41.0654	39.186	14.8189	16.2474	16.2581	32.4241	32.4009	34.1765	29.7541	28.5841	30.3185
Ccndbp1	9.74292	10.3863	10.0648	10.5779	10.919	11.4343	20.1716	19.9611	21.2929	24.487	24.9495	26.1422
Ccne1	6.75062	6.84429	6.65117	9.50464	9.79699	9.83093	16.6487	18.2017	17.1127	13.0933	12.9301	13.4419
Ccne2	10.0205	11.3062	10.2784	30.5761	27.4432	28.044	10.4081	10.5318	10.4949	10.1445	9.91782	9.51211
Ccnf	20.8196	20.2589	20.7139	4.15912	4.24088	4.43845	27.2247	27.4785	26.9584	11.425	12.073	11.8492
Ccng1	16.6936	16.7017	16.9714	8.30533	7.80982	8.04617	22.1723	21.8088	20.4421	22.1484	22.3863	22.5569
Ccng2	19.8412	19.7081	19.8949	7.36925	7.06727	7.24377	9.46678	9.58811	9.00408	13.0654	12.7047	14.1833
Ccnh	21.9653	20.448	21.1624	33.6342	32.4903	33.3385	16.0715	16.247	15.8169	18.7724	17.7915	19.6121
Ccni	82.9938	81.1562	81.1509	75.467	74.7552	72.8246	80.0763	79.7349	79.5529	61.8438	62.6719	61.0982
Ccnj	1.3264	1.26671	1.35181	5.16242	5.24861	5.04378	2.81896	2.73282	2.5335	3.8058	3.80496	3.68142
Ccnjl	0	0	0	0	0	0	0	0.00787435	0	0	0.00877448	0.0163118
Ccnk	16.684	16.1731	16.3617	15.5679	15.7977	15.1059	14.5837	15.1964	14.3652	21.8661	21.7381	22.321
Ccnl1	28.3831	27.6947	26.9966	43.3853	41.1096	41.0803	21.1615	20.715	20.2178	23.2166	25.1885	24.278
Ccnl2	56.6446	56.5031	56.4792	63.1416	61.372	61.9958	29.5012	29.569	29.8124	35.01	36.4533	37.5115
Ccno	0.813698	0.686418	0.808191	0.395833	0.532588	0.498525	0.0126613	0.0682248	0.0398565	0.0710409	0.139377	0.117774
Ccnt1	15.7563	16.3095	16.3478	29.0083	29.235	29.659	16.1518	16.1728	16.1345	27.3899	27.7154	27.8541
Ccnt2	11.2076	11.1527	11.4686	16.3774	15.5725	16.2868	14.5666	14.2474	14.1924	13.7546	13.5829	13.5873
Ccny	11.1913	11.7945	11.4205	15.8385	16.231	16.4222	19.8441	19.9244	19.5691	21.8582	21.6517	21.8688
Ccnyl1	6.33214	5.99732	6.06132	7.67969	7.3397	7.43195	10.6623	10.2465	10.5489	11.3225	11.6859	11.5344
Ccp110	5.42565	5.00196	5.1272	5.46515	5.50437	5.35192	7.46539	7.17727	7.03216	7.73522	7.6275	7.78243
Ccpg1	6.67577	6.33024	6.54789	3.32808	3.69484	3.41876	3.62062	3.63857	3.68668	2.70479	2.59954	2.7971
Ccpg1os	3.80906	3.9808	4.42112	1.16122	1.73687	1.67535	1.27486	0.843624	1.44332	1.09806	1.20865	1.12344
Ccr1	0.22467	0.274635	0.259141	0.103048	0.0180988	0.096689	0	0	0	0	0	0
Ccr10	0.280227	0.2817	0.240999	0.230616	0.356436	0.211576	0.082618	0.111295	0.0866908	0.064383	0.0964583	0.140891
Ccr2	0	0	0.020441	0	0.0142763	0.00635569	0.0132364	0	0	0	0	0
Ccr3	0	0.00742335	0.00747152	0.0081029	0	0	0	0	0	0	0	0
Ccr4	0	0	0.00877442	0	0	0.00818463	0	0	0	0	0	0.00792764
Ccr5	0	0	0	0	0	0	0.00811779	0	0.00851798	0	0	0
Ccr7	0	0.0123021	0.0371458	0.0268565	0.0129716	0	0.240533	0.248419	0.113576	0.0562332	0.024071	0.078309
Ccr9	0.00579272	0.011064	0.0167038	0	0.0116662	0.00519366	0.00540817	0.0194277	0.00567478	0.0101148	0	0.00503059
Ccrl2	0	0.0108033	0.0108734	0	0	0.0101425	0	0	0	0	0	0
Ccs	18.1245	18.8488	18.4159	16.1333	16.7238	15.7753	20.3819	21.0289	20.8208	23.3259	24.7596	23.0141
Ccsap	4.36877	4.2994	4.62006	1.49818	1.48557	1.37392	2.40814	2.31432	2.20984	1.73675	1.88524	1.85153
Ccser1	0.539971	0.524264	0.51469	0.595709	0.620761	0.584989	1.11748	1.36954	1.20783	0.777857	0.866047	0.863609
Ccser2	14.0836	14.3432	13.5209	10.1159	10.2643	9.96536	7.97948	7.87914	7.81422	8.65785	8.83041	8.84657
Cct2	184.77	184.677	183.407	163.275	161.117	164.522	267.575	271.07	268.1	239.907	244.909	246.979
Cct3	165.351	169.257	168.893	259.421	266.295	270.288	186.623	188.442	189.43	226.026	226.708	225.572
Cct4	164.193	164.91	164.202	213.138	217.5	219.543	191.169	193.2	189.513	208.417	211.343	210.166
Cct5	219.353	218.312	217.587	168.39	165.864	168.674	254.284	250.047	251.631	217.475	219.547	218.333
Cct6a	140.04	142.68	138.48	313.815	320.985	316.963	234.026	230.904	230.179	262.709	267.712	266.424
Cct6b	0.176584	0.181608	0.221956	0.0991167	0.013678	0.0487145	0.0253632	0.0569451	0.0399204	0.0118591	0	0.0235925
Cct7	128.92	129.013	130.858	136.81	141.133	142.379	149.684	147.181	145.261	165.168	167.951	168.284
Cct8	122.354	125.439	124.489	206.525	210.295	208.427	110.075	111.204	109.098	128.036	130.8	129.835
Cct8l1	0	0	0.0249406	0.0270482	0.0130642	0	0	0	0	0.0339808	0	0.0112669
Ccz1	25.3985	25.78	26.044	24.5718	24.8803	25.0284	38.0123	39.323	38.5055	35.3963	34.8153	36.3201
Cd101	0	0	0.00755228	0	0.0316478	0.0140893	0.0073356	0.0065879	0	0.0342992	0	0
Cd109	17.8876	17.6996	17.4977	1.06228	1.11785	1.17027	5.80558	6.15189	6.13001	2.90003	3.01836	3.01646
Cd14	3.73736	4.44682	4.50513	1.10171	0.956273	1.05744	1.40142	1.63102	1.86064	2.23325	2.34695	2.34112
Cd151	25.3404	27.267	25.8884	9.63549	9.57524	9.99946	41.271	42.9603	42.6375	35.8456	35.9145	36.6229
Cd160	0.0385188	0.00919629	0.00925598	0.0501907	0.0484839	0.0604367	0.044952	0.0484443	0.0754689	0.117702	0.062979	0.0585391
Cd163	0	0	0	0	0	0	0	0	0	0	0.00529165	0
Cd164	83.0764	79.1228	79.2043	58.0552	57.1129	56.3654	69.9654	70.824	68.3946	69.5876	71.2514	70.6316
Cd164l2	0	0.0739248	0	0	0.0259826	0.0231344	0.0240899	0.0216345	0.0252775	0.045055	0	0.0448161
Cd177	0	0	0	0	0	0	0	0.00785985	0.00918335	0.00818428	1.06E-26	0.00814088
Cd19	0	0	0	0	0	0	0	0	0.0102314	0	0.0195157	0.0181398
Cd1d1	0.682234	0.844396	0.756318	0.40292	0.180708	0.210407	0.463969	0.416679	0.419225	0.289252	0.296642	0.323683
Cd1d2	0.0322878	0.0380657	6.62E-19	1.23E-24	4.52E-25	8.55E-16	1.43E-18	1.17E-20	3.12E-10	8.32E-20	1.90E-13	1.39E-14
Cd2	0	0.0212383	0	0	0	0	0.0207628	0	0	0	0	0
Cd200	4.59619	4.37898	4.18859	0.0225997	0.0327467	0.106909	0	0	0	0	0	0
Cd200r1	0.0538163	0.0642428	0.0775916	0.0140247	0.0135478	0.0120627	0	1.14E-19	0	0	0	0
Cd200r2	0.0145381	0.0277676	0.0978172	0	0	0.0130346	0	5.00E-18	0	0	0	0.0126253
Cd200r3	0	0.0110089	0	0	0	0	0.0107624	0	0	0	0	0
Cd200r4	0	7.31E-35	0.0719244	0.0312009	0	0	0	0.025096	0	0	0	0
Cd209a	0	0	0	0	0.0172634	0	0.0160058	0	0	0	0	0
Cd209c	0	0	0.0315539	0	0	0.0147165	0.0153243	0	0.0321595	0	0	0.0285088
Cd22	0	0	0	0	0	0	0	0	0.00563755	0	0	0
Cd226	0	0	0	0	0	0	0	0	0	0	0	0.00888393
Cd247	2.90E-06	4.24E-05	1.59E-07	2.61E-06	6.35E-07	0.00500434	0.0264411	0.0217008	0.0338822	4.87E-05	0.00563864	0.00482175
Cd248	13.2173	13.2863	13.4775	0.414064	0.589974	0.534205	2.30851	2.43124	2.56824	0.988362	0.816458	0.64679
Cd24a	22.3035	23.922	22.8114	22.7676	21.8804	21.5293	13.3282	13.7669	13.6147	12.7084	12.762	12.4098
Cd27	0.113002	0.185	0.310334	0.201935	0.0812781	0.159211	0.150715	0.203029	0.189774	0.183222	0.135743	0.238327
Cd274	0.328685	0.273821	0.248711	0.889372	0.725328	0.959322	0.594143	0.639128	0.664538	1.25165	1.34597	1.24501
Cd276	17.8451	18.7431	18.1814	12.8316	12.5078	13.3068	15.676	15.7258	15.8697	16.8073	17.2697	17.8975
Cd28	0.00589336	0.00562812	0.0226586	0	0	0	0.110042	0.0592957	0.0808271	0.0102905	0.00550616	0.00511798
Cd2ap	20.6917	20.6694	20.5771	26.2555	24.6129	24.5681	35.0593	35.4092	34.8672	39.3269	40.4915	39.6667
Cd2bp2	8.69316	8.93898	9.85431	18.8422	18.1355	17.5974	15.1967	15.4528	14.7452	16.6415	17.1653	16.3959
Cd300a	0	0	0	0	0.00551893	0.00491395	0.0153507	0.0091907	0.0107383	0	0	0.00475966
Cd300e	0	0	0	0.0136004	0.0262758	0.0116977	0.0243617	0	0	0	0	0.0113304
Cd300lb	3.54239	3.45889	3.15019	0.0920861	0.106745	0.118805	0.0412373	0.0296273	0.0346161	0.00771255	0	0
Cd300lf	0	0	0	0	0	0	0	0	0	0	0	0.0117211
Cd300lg	0	0	0	0	0	0	0.00869424	0	0.00912285	0	0.00870061	0.00808724
Cd302	2.73262	3.07757	2.88017	1.3948	1.42327	1.38553	3.97637	3.71329	4.11702	3.37296	3.46868	4.14064
Cd320	8.29093	8.60186	7.6451	9.42227	10.6825	10.56	7.71097	7.54337	6.8011	8.40665	8.9076	8.33453
Cd33	0.15833	0.132304	0.152185	0.0103154	0	0.0177445	0.13858	0.207425	0.222965	0.0259185	0.0832091	0.051562
Cd34	0.0971287	0.1854	0.205263	0.0303557	0.0195489	0.078327	0.181249	0.170156	0.218712	0.0581209	0.0816218	0.0590081
Cd36	0	0	0	0	0	0	0.0120971	0.00543204	0	0	0.012106	0
Cd37	0	0	0.0176949	0.0191901	0.0185375	0.0495164	0.0171872	0.0308707	0.0360689	0.0160725	0.068799	0.0319744
Cd38	0.00844395	0.0241918	0.0486976	0.00880212	0.00850278	0.0151414	0.0788339	0.106198	0.181985	0.0442326	0.0788917	0.043998
Cd3d	0	0	0	0.0199404	0	0	0	0	0	0	0	0.0166123
Cd3eap	4.21718	3.57969	4.29398	11.408	12.4931	12.0318	9.68852	9.19911	9.1274	14.6018	15.4795	14.959
Cd4	0	0	0.00790123	0	0.016555	0	0	0	0.00805286	0.00717678	0.0153603	0
Cd40	0	0	0.0137076	0.193257	0.157964	0.140648	0	0.0119572	0	0.0124507	0.013324	0.0371542
Cd44	55.7384	56.0077	55.5317	51.7585	51.0867	50.0056	57.3053	57.6028	58.168	64.5186	64.7643	64.9862
Cd46	0.104483	0.149671	0.100428	0.476503	0.341936	0.562067	0.865728	0.744636	0.908406	0.627139	0.353867	0.601129
Cd47	57.237	58.4312	56.6001	59.2769	59.764	60.0535	21.2707	20.5961	20.965	17.7558	16.4677	16.4495
Cd5	0	0	0	0	0	0	0	0.0103101	0	0	0	0
Cd52	0	0	0	0	0	0	0.047222	0	0	0	0	0
Cd53	0.281474	0.182095	0.157094	0.113579	0.173718	0.113971	0.14411	0.182712	0.195689	0.309162	0.246014	0.307523
Cd55	0	0	0	0	0	0	4.01189	4.36061	3.67854	0.674954	0.82548	0.784724
Cd55b	0	0	0	0	0	0	0	2.92E-30	5.78E-40	0	0	0
Cd59a	0.858501	0.546576	0.694204	1.59009	1.07031	1.25843	0	0.0228512	0.0133496	0.0237945	0	0.0118341
Cd59b	0	0	0	0.0353566	0	0	0.02984	0	0.0313111	0	0.0298619	0
Cd6	0	0	0	0	0	0	0.00782883	0	0.0164295	0.00732107	0.00783457	0
Cd63	117.399	115.167	116.965	102.996	105.078	104.976	331.608	339.691	336.828	217.388	219.664	225.249
Cd68	1.61178	0.954719	1.13741	0.765636	0.862865	0.841448	7.02865	7.45839	6.6956	1.97718	2.07774	2.42736
Cd69	0.0157047	0	0	0	0	0.0140806	0	0	0	0	0	0
Cd7	0.0244631	0.0233621	0.0235137	0	0	0	0	0	0	0	0	0
Cd72	0.0218122	9.09E-34	2.08E-33	0.0886249	0.0672376	0.0763723	0.0206632	0.0179418	0.0207205	0.0548715	0.0777547	0.0754281
Cd74	0.934958	1.23629	1.27888	13.5134	15.154	15.6209	0.621094	0.693466	0.616485	1.16162	1.42788	1.43652
Cd79a	0.0575169	0.0366189	0	0.039971	0	0	0	0.0803754	0.0563458	0.0167386	0.0358253	0.0166498
Cd79b	0	0	0	0	0	0	0	0	0.0202466	0	0	0.0179483
Cd80	0.55373	0.628853	0.661705	0.639619	0.572657	0.670899	0.0139722	0.025096	0.0146609	0	0	0.0129967
Cd81	81.2691	80.2364	82.3681	19.7421	20.809	20.3161	67.0801	68.1122	67.1033	43.4439	41.8247	45.9644
Cd82	32.9748	33.1055	32.7433	12.9348	13.5063	13.8929	8.89723	8.94555	8.41186	11.507	11.3185	11.0418
Cd84	0	0	0.00391081	0	0	0.00364794	0.0037986	0	0	0.00710447	0.00380139	0
Cd86	0.030061	0.00956936	0.00963147	0	0	0	0	0	0	0	0	0
Cd8a	0	0	0	0	0	0	0	0.00681522	0	0	0.00759427	0
Cd8b1	0	0	0	0	0	0	0	0	0.0176206	0	0	0
Cd9	241.824	234.222	237.999	62.3416	59.4693	60.758	72.892	73.0322	72.9518	36.9146	39.4639	39.1841
Cd93	0.563411	0.457529	0.464182	0.33161	0.316473	0.336763	5.15273	4.88783	4.95994	1.65637	1.46459	1.56105
Cd96	0	0	0	0	0.0117464	0	0.0108907	0.00978066	0	0.0203688	0	0.0101304
Cd99l2	22.1278	22.4005	22.2334	8.01521	7.80664	7.99007	15.1885	15.1391	15.3423	9.97085	9.77863	10.1878
Cda	20.8502	22.3445	20.0713	1.73746	2.81839	2.45305	4.316	4.42981	3.72776	2.60835	2.70315	2.53989
Cdadc1	3.48921	3.95033	3.99375	5.21804	4.71162	4.79754	2.90073	2.84284	2.90484	2.99247	3.15628	3.01945
Cdan1	4.04101	4.23973	4.35152	4.7317	4.7915	5.12737	8.7547	9.01181	8.78026	13.4825	13.8733	13.2898
Cdc123	32.6054	32.9045	32.892	36.5376	35.1214	37.343	50.5348	50.9961	51.214	57.5353	57.675	58.5507
Cdc14a	2.54699	2.62739	2.58992	0.910636	1.09102	0.940905	1.8483	1.98809	1.79495	2.07511	2.10407	2.04439
Cdc14b	6.86453	6.7664	6.57366	9.31083	9.81911	9.67918	6.31769	6.38202	6.59591	10.3926	10.0705	10.2637
Cdc16	82.3004	82.517	83.4691	55.6687	55.1076	57.1542	38.7857	38.6188	37.5586	34.5179	36.6833	36.0778
Cdc20	88.7359	87.5524	85.1507	20.0643	21.0144	20.6075	26.783	26.0466	26.1611	13.1729	12.8765	13.2074
Cdc20b	0.0326175	0	0	0	0	0.0146222	0	0	0	0	0	0
Cdc23	13.995	13.7143	13.4742	12.7985	13.0468	12.5561	15.9118	15.9621	15.6288	18.1064	18.3123	18.096
Cdc25a	6.61469	6.98687	7.03221	14.8727	14.5294	15.49	9.90185	10.0983	9.9502	15.7145	16.0106	15.6128
Cdc25b	42.8669	42.8024	42.4358	11.0089	11.5694	11.7781	45.1376	45.0713	45.1017	25.1663	24.781	25.8953
Cdc25c	9.8205	9.62861	10.3204	4.34051	3.99512	4.56681	12.8115	12.362	12.5195	13.5696	12.8454	14.089
Cdc26	40.085	43.33	41.3321	31.1636	34.5242	33.4976	18.1884	17.9734	17.6098	15.4981	14.6093	14.3307
Cdc27	20.0944	20.2535	20.6589	31.7448	30.7349	30.0676	27.1523	26.0701	26.8787	31.2911	31.6458	30.9929
Cdc34	19.9353	18.7118	17.8868	40.1373	38.1248	39.9635	31.0135	30.144	30.6722	36.1254	35.3735	34.4679
Cdc37	66.7325	67.34	66.0844	33.5397	34.3706	34.0115	62.7569	63.6127	63.8515	60.8211	60.8092	62.5676
Cdc37l1	6.16072	6.15076	6.17995	9.42494	9.31679	9.04911	8.22755	8.22134	8.12089	9.09071	9.34653	9.2536
Cdc40	8.4377	8.22402	8.78611	8.97687	8.6792	9.25302	14.8092	15.639	14.6135	17.5519	17.8364	18.5684
Cdc42	135.214	135.629	134.884	113.911	112.222	111.67	68.4101	69.3574	67.9658	60.8446	62.3122	61.9
Cdc42bpa	13.3215	13.0836	13.719	12.9053	12.9296	12.7699	15.1198	15.4222	15.3699	16.9837	17.2432	17.0733
Cdc42bpb	13.732	13.783	13.5886	12.2656	12.6226	12.648	18.9229	18.8803	18.587	18.6512	18.9899	19.1574
Cdc42bpg	0.0339561	0.0405349	0.0530373	0.0221228	0.0170963	0.0114167	2.8294	2.8435	2.88572	1.60829	1.5347	1.57764
Cdc42ep1	17.1346	17.4722	16.6235	16.7972	17.6168	18.1982	31.2746	33.1471	33.3557	44.5728	46.1001	45.7532
Cdc42ep2	6.63769	6.33895	6.74092	2.17004	1.89006	2.24893	5.79877	5.32218	4.98138	1.35567	1.48264	1.77822
Cdc42ep3	22.027	22.1473	21.8684	6.51222	6.47309	6.64486	10.2039	10.4652	10.4028	8.11923	7.55277	7.40222
Cdc42ep4	9.98068	9.54587	9.65844	3.06463	3.56006	3.05492	7.84019	7.42014	7.28884	7.22632	6.93025	7.48924
Cdc42ep5	0.235571	0.646785	0.39625	0	0.0593029	0.0792033	4.09623	4.93788	4.4424	2.05668	1.73323	1.68776
